0.11765,1.5393e-05,0.87143,0.18131,0.3816,0.50378,0.75967,0.022424,1.2471,0.0096429,1.515,1.2097,0.63384,0.68315,0.83545,0.0099848,0.17317,0.032434,0.77486,0.65874,0.059413
2.7767,1.1739,0.82838,0.031374,0.094012,0.44676,0.17713,5.5127,0.10052,3.8573,0.023322,1.2291,0.19976,0.070632,0.61031,1.2601,0.1462,0.0027252,0.025807,2.4346,0.22585
0.58785,0.76706,1.8185,0.21768,1.6258,0.51717,1.5356,1.7942,0.51104,0.24315,1.275,0.26463,1.5149,0.0043616,0.96116,0.21506,0.0024671,0.11855,0.10563,0.58283,0.0056595
6.9458,0.88798,0.15825,0.40046,0.2085,2.5395,1.6635,1.7094,0.67159,0.6796,6.5162,4.2466,3.596,0.3804,0.15312,0.33719,0.28026,1.6582,2.3889,0.50775,2.0625
0.00028271,3.5292,0.10991,0.65209,0.031326,0.026843,0.016772,0.39563,1.1044e-05,0.40471,0.0027147,0.018618,0.0015,0.75879,0.010944,0.2189,0.30206,0.3358,0.045263,0.0056642,1.0918
0.092511,0.50795,0.40516,0.066968,0.0022104,0.79635,0.49259,0.071965,0.24424,0.79473,0.00013278,0.1045,0.07522,2.7633,1.057,0.36351,0.30856,1.1363,0.17168,0.48568,0.49004
0.46832,0.041364,0.018532,2.0345,2.4952,0.12328,2.1352,0.019006,0.033793,5.4657,3.6002,0.60615,0.35088,1.4418,0.029111,0.16911,0.000184,2.9023,0.23973,0.10713,2.6825
0.0031146,0.11284,0.26603,0.27323,0.6139,2.908,5.3377,0.27248,0.8303,1.7208,3.1884,1.1139,1.3214,0.014747,0.034587,0.52681,0.0041466,0.38855,0.1756,4.1422,0.79015
1.965,0.50318,1.2881,1.0357,0.085559,1.5064,0.060952,0.9369,0.64201,4.9809,0.19467,1.5473,1.8669,1.6533,0.38194,0.57595,0.27664,0.13088,0.45566,1.3428,3.0387
1.8499,0.60789,0.13556,1.5022,2.5861,1.4233,2.5208,0.023028,1.8001,0.59289,1.1912,0.5443,0.058675,2.0642,0.15521,1.2024,0.77895,0.7525,0.39435,1.3814,0.25949
2.3155,3.2712,0.15196,0.20373,0.15484,0.01757,0.44275,0.045301,0.25333,2.0739,0.051998,0.44763,1.0904,0.20769,2.7531,0.19929,2.5244,0.091623,3.9525e-05,0.39431,0.14158
1.1125,0.58701,0.82473,0.18381,1.1717,1.2296,0.050902,1.9672,1.0031,0.00091152,0.38121,0.73903,0.82151,1.1027,0.77114,0.080016,0.24487,0.52378,1.5155,3.967,0.058718
0.016329,0.17935,0.43014,0.68248,0.62686,1.108,0.026895,0.0078699,0.4294,2.4226,3.2931,0.069975,1.189,0.12667,0.36743,0.70139,1.8333,0.13913,0.10731,0.11577,1.3008
1.9891,0.12207,0.15207,2.259,0.020746,0.14312,1.5232,0.0046465,0.20479,0.070283,0.12497,0.62935,0.058162,0.34615,0.30764,0.11639,0.30881,0.11079,0.29548,4.9075,0.72051
0.36344,0.27222,0.0033966,0.19231,0.78575,2.9972,1.6476,0.18187,1.2131,0.080443,0.01613,2.1075,0.363,0.43318,0.030987,0.79904,2.6819,2.9531,0.71723,0.042856,0.061208
0.20878,1.7197,0.077573,0.061659,0.41973,1.0905,0.15162,0.010513,0.078678,1.7935,0.57446,0.68429,0.15127,0.24926,0.88151,0.80905,0.22586,0.10621,0.89697,0.020663,3.2109e-05
0.01951,2.3477,4.2516,1.4709,1.6297,0.27448,0.015724,1.3877,1.5092,0.50562,0.57928,0.20574,0.16808,0.021328,2.0661,0.5783,0.19711,0.0378,0.46414,3.361,0.70382
0.9669,0.25166,1.3528,1.4544,0.16682,0.00019927,0.15106,0.7073,0.07088,2.5646,0.22108,1.5788,0.52771,3.8092,0.035913,0.40173,2.7174,0.77804,0.49149,1.7773,1.5484
0.16628,0.37501,1.8931,0.58526,0.74116,0.000859,0.65568,2.1021,0.29377,0.12875,1.9534,2.6863,12.543,0.11264,0.054774,0.34728,1.0437,1.0216,0.011084,0.97694,0.057985
0.059046,0.093391,1.0812,0.10619,0.019639,0.33285,0.055638,1.1075,2.3166,3.5805,1.7283,0.35773,0.00072586,0.25221,1.9842,2.8614,0.25487,0.68983,0.58819,0.02336,0.021288
0.15804,0.6326,0.80568,0.024067,0.012114,0.36531,0.031779,2.6893,2.5193,0.00076201,0.9257,0.031829,1.552,2.9602,0.0076978,0.55287,0.075355,0.28978,0.0048201,0.28738,0.00011218
0.030868,0.57962,1.4219,0.23073,0.56321,0.59558,0.00067276,0.11491,0.014624,0.17986,0.18808,0.68709,0.0014585,0.099001,6.0399,2.8815,0.27648,0.23188,0.0094686,0.37814,0.53799
0.10083,0.94008,0.038438,0.19782,0.62613,0.2744,0.11176,0.24589,1.1247,0.11835,0.0010041,6.4245,4.7933,0.060011,1.2899,2.3964,0.01799,0.38657,1.6297,0.51958,1.9812
1.2136,0.098127,0.25866,0.05618,0.1502,2.2622,1.8549,0.0085131,0.016494,0.31967,2.0412,0.13162,1.2744,0.0073206,0.82692,0.39721,3.0217,0.41265,0.12669,0.6615,0.90952
0.60729,0.0099238,9.3333,0.16134,1.6767,4.968,0.84817,0.66492,0.00013142,0.0076322,1.957,0.53508,0.58411,0.23532,8.6727e-05,4.8303,0.76657,0.6055,1.3795,0.29786,0.040665
3.1054,0.27084,0.084871,0.48762,0.95457,2.3453,0.12416,0.2043,0.022106,0.71631,0.18271,0.23203,6.3042,0.34992,1.6117,0.39698,1.2974,0.99047,5.215,1.6406,0.15198
3.7462,0.13636,1.8298,1.8127,0.34516,0.53538,2.7036,0.77069,1.2336,0.74184,0.28574,0.83782,1.479,1.9593,1.1026,0.12422,0.11456,0.22773,1.409,1.5895,0.81635
2.3315,0.010916,0.35672,0.11555,0.82185,0.82005,3.8274,4.009,1.3423,0.11443,0.0081029,0.026124,0.12751,0.03613,1.1098,0.020345,0.069313,1.7972,0.0047031,0.07203,0.18458
0.46068,0.0012993,4.1552,0.0012286,0.017792,0.12798,0.30598,0.16755,0.12291,0.015275,0.0082221,3.0755,0.24504,0.73031,0.036259,0.44418,0.063148,2.6397e-06,0.63982,1.8326,0.013141
5.1855,2.3199,1.1936,0.0018794,1.8443,0.10171,0.86954,0.40545,0.28649,1.0042,1.9854,5.6575,0.4208,0.21099,0.44298,0.22912,0.098054,0.014291,0.30595,3.4644,1.1234
2.0408,0.020661,0.001072,0.16117,0.88322,0.046196,0.14871,0.50825,0.049491,0.78767,2.0646,1.1136,1.3526,0.69132,0.94814,0.41175,0.14174,0.034784,7.3173,0.26055,7.6982
1.2424,0.00014526,2.0451,1.0666,0.00082974,0.1429,0.26365,3.7682,1.2162,0.010864,0.0015275,0.46049,0.073866,0.16669,1.8625,2.0118,0.12499,1.3363,0.62838,0.25886,1.9109
0.83394,0.82108,0.83561,0.18371,0.10187,4.6751,5.9088,0.39499,0.38091,0.26566,2.5742,1.0545,0.0029867,0.89709,0.90316,2.457,2.0378,1.5316,0.58345,4.3899,8.7448
0.9533,0.047502,0.053625,2.5533,0.26996,0.18285,0.2343,0.7494,4.9757,0.39789,0.003449,1.5267,2.2597,0.018619,0.09121,0.089737,0.017569,0.4254,0.60656,0.14301,0.15455
2.4865,0.30549,0.57347,0.49755,0.22444,0.043915,0.14975,0.12269,0.0001822,3.3326,4.1681,0.19101,1.2191,0.20747,0.29315,0.095099,0.057095,0.071712,0.56064,0.16891,1.192
0.041649,0.00070458,1.3069,0.022158,2.1596,1.5587,0.15923,0.11055,0.35213,1.5939,1.0842,0.21004,0.12616,6.4571,0.041743,3.1727,2.3604,0.023819,0.0018107,0.26823,0.60349
3.5658,0.16763,1.7835,2.2805,1.2464,2.017,0.036449,0.42559,1.8038,2.0166,0.8205,0.21881,3.0041,0.27682,1.3645,1.3488,1.5785,0.15137,0.50641,2.964,4.6546
0.54198,1.0276,0.33714,0.030292,1.4968,1.3998,0.049634,0.012523,2.9195,0.23864,0.048201,0.64909,1.0945,1.0498,1.4968,0.51504,3.6322,0.020908,0.64271,1.0393,0.026922
1.2474,0.14083,0.35647,1.0207,0.19193,0.0071727,1.3664,0.020217,1.1527,0.19402,0.07321,0.29812,0.037869,0.95558,2.2687,0.52934,0.22293,0.13159,0.12551,0.0061423,0.025754
0.55261,0.44771,0.087109,0.71859,0.033444,1.4785,0.10201,0.15053,0.14854,0.2858,3.8976,0.32715,1.971,0.4579,0.020954,0.027541,0.16074,0.62227,0.48896,0.45457,0.56956
2.6111,0.61676,2.0002,4.1383,0.33459,1.8408,1.3206,0.055857,1.0151,0.52075,0.099167,0.18485,0.049259,0.00078564,0.31898,0.059449,2.0542,1.9372,0.55202,0.38703,0.053782
2.7773,0.28822,0.037239,0.0053123,0.86291,5.3639,3.6419,0.0615,0.32812,1.7693e-06,6.0851,0.0089802,0.13644,0.92883,0.66665,1.8888,2.5575,0.223,0.27046,0.62263,1.9657
0.010524,0.66993,0.0171,0.066086,0.64035,0.21505,0.28429,0.4372,1.0893,0.20125,0.36017,1.5027,1.0984,0.12301,0.9607,1.5161,0.006443,2.7727,3.9949,0.074134,1.5922
0.38779,0.18818,2.1916,4.3503,0.8265,0.043079,0.52433,1.2343,1.1713,0.057697,0.21582,0.63979,0.59837,1.8222,0.32102,0.044515,0.12219,0.33995,2.0341,0.011168,0.18169
0.037146,3.1173,0.88413,1.295,0.2822,0.47259,2.0436,0.0019174,0.00071961,1.5519,1.9382,2.9314,2.219,0.75248,0.86311,0.060619,4.9201,0.093423,0.43597,0.15239,0.53665
0.63138,0.093666,4.5041,0.074855,0.024432,0.073795,1.3306,0.5182,1.4679,0.085768,0.029215,1.1359,0.12474,3.4615,0.017531,0.096761,0.38353,0.9943,0.57743,0.48606,0.91397
0.025891,0.76549,0.43428,1.6198,2.6407,0.47383,0.038788,0.29481,1.0663,0.60733,0.039879,0.01155,0.16907,0.34743,0.30714,1.5182,0.97948,0.26113,0.011385,0.42334,1.0631
0.29061,1.2632,1.6767,0.20362,0.19088,2.7517,0.43628,0.65554,0.34667,0.43452,1.0396,4.9469,0.52491,0.75319,0.071037,1.4498,0.26074,1.9709,2.2481,0.031101,2.3805
0.00061747,0.076243,0.2908,0.34305,0.14797,0.27552,1.7538,0.0016608,0.3335,0.41235,0.41816,0.17682,0.4013,0.067307,0.061378,0.31992,0.39744,0.3801,1.0618,0.0081305,0.052155
6.4943,0.48013,4.8602,2.0522,0.096097,0.0081212,5.9498,3.1804,0.71618,0.0018744,0.21065,5.1498,4.1962,1.7742,0.0068465,0.98607,2.1557,0.00042841,1.552,0.022066,1.2609
1.0031,2.0607,0.79441,0.074167,3.7818,0.59209,0.33513,0.22041,1.1156,0.012253,1.7804,0.019522,0.69268,0.70722,1.4335,0.30723,4.5153,1.4682,0.020498,0.065824,0.42923
1.3494,0.075668,0.706,0.02033,1.5364,0.17033,2.9959,0.77778,0.37577,0.0001957,0.74463,7.4233,1.9051,0.0012851,0.74302,0.78969,0.057501,0.017692,0.019468,0.60994,3.8859
